OGC_FID,status,licensetype,issuedate,premisesaddress,x,y,business
3045,ACTIVE,21,2008-10-22T,"590 SANTA FE DR, ENCINITAS, CA  92024",6246042.15866,1958583.3809,Santa Fe Liquor
3046,ACTIVE,41,2009-11-04T,"3369 ROSECRANS ST, SAN DIEGO, CA  92110-4254",6267862.86739,1853180.4772,Baja Fresh Mexican Grill 103
3047,ACTIVE,41,2009-02-04T,"113 S LAS POSAS RD, STE 111, SAN MARCOS, CA  92078-2467",6273567.80087,1997238.34973,Curry N More Indian Bistro
3048,ACTIVE,41,2008-12-11T,"1403 SCOTT ST, SAN DIEGO, CA  92106-2728",6260928.36735,1844760.85714,Hudson Bay Seafoods
3049,ACTIVE,41,2009-01-12T,"3567 DEL REY ST, SAN DIEGO, CA  92109-5718",6265418.642,1873581.75325,El Mundo Del Tango
3050,ACTIVE,47,2009-01-15T,"558 4TH AVE, SAN DIEGO, CA  92101-6905",-1,-1,Las Hadas
3051,ACTIVE,20,2008-12-19T,"990 HOLLISTER ST, SAN DIEGO, CA  92154-1343",6304896.36339,1791488.07919,Jeremys Market
3052,ACTIVE,47,2009-03-03T,"2003-2005 SAN ELIJO AVE, ENCINITAS, CA  92007-1726",6243989.249,1955172.42,Rimels Rotisserie & Zenbu Sushi
3053,ACTIVE,48,2008-12-02T,"1116 25TH ST, SAN DIEGO, CA  92102-2105",6287734.72014,1841892.4139,Turf Supper Club
3054,ACTIVE,20,2010-08-09T,"4908 N RIVER RD, OCEANSIDE, CA  92057-5973",6240452.38042,2036478.8403,Fresh & Easy Neighborhood Market Store 1395
3055,ACTIVE,20,2009-01-02T,"215 E VIA RANCHO PKWY, ESCONDIDO, CA  92025-8003",6236875.005,2025732.217,Chevron Gas
3056,ACTIVE,21,2008-11-03T,"30012 HIGHWAY 395, ESCONDIDO, CA  92026",-1,-1,All Seasons Market Deli
3057,ACTIVE,41,2008-12-19T,"4864 CASS ST, SAN DIEGO, CA  92109-2623",6253200.76834,1873534.96713,Adriano
3058,ACTIVE,41,2009-05-28T,"5314 BALTIMORE DR, LA MESA, CA  91942-2082",6322651.24,1862966.08,Nonnos Italian Food
3059,ACTIVE,41,2009-09-02T,"927 J ST, SAN DIEGO, CA  92101",6282966.118,1838963.772,Toast
3060,ACTIVE,41,2009-01-27T,"1930 CLEVELAND AVE, NATIONAL CITY, CA  91950-5415",6296709.94178,1822324.42593,Papa Gallo Cafe
3061,ACTIVE,42,2008-12-23T,"690 UNIVERSITY AVE, SAN DIEGO, CA  92103-3213",6282194.82312,1853410.82099,Wine Encounter The
3062,ACTIVE,21,2008-12-30T,"6935 LINDA VISTA RD, SAN DIEGO, CA  92111-6305",6278977.66852,1866465.77226,Sf Supermarket
3063,SUREND,20,2009-02-27T,"3772 MISSION AVE, STE 135, OCEANSIDE, CA  92058-1453",6230264.61718,2027487.57578,Mission Marketplace
3064,ACTIVE,41,2009-01-30T,"847 ORANGE AVE, CORONADO, CA  92118-2603",6276028.42584,1831265.72382,Night And Day Cafe
3065,ACTIVE,41,2009-11-30T,"9621 MISSION GORGE RD, # 107, SANTEE, CA  92071-3802",6334991.89565,1885427.27915,L & L Hawaiian Barbecue
3066,ACTIVE,20,2009-08-24T,"2825 AUTO PARK WAY, ESCONDIDO, CA  92029-2006",6294621.7175,1992586.22025,
3067,ACTIVE,47,2009-04-17T,"536 MARKET ST, SAN DIEGO, CA  92101-7025",6281905.34748,1839781.85712,Side Bar & Ciros
3068,ACTIVE,20,2008-11-14T,"2240 ENCINITAS BLVD, ENCINITAS, CA  92024-4345",6258332.0495,1958577.8945,7 Eleven 21805
3069,ACTIVE,20,2009-03-05T,"325 ENCINITAS BLVD, ENCINITAS, CA  92024-3724",6244520.51005,1962625.92953,Valero Of Encinitas
3070,ACTIVE,41,2008-12-17T,"630 9TH AVE, SAN DIEGO, CA  92101-6410",-1,-1,Kebab Shop The
3071,ACTIVE,20,2009-02-10T,"5802 VAN ALLEN WAY, CARLSBAD, CA  92008-7300",6244052.58752,1994877.27754,7 Eleven 32942
3072,ACTIVE,20,2009-02-24T,"3142 TIGER RUN CT, STE H115, CARLSBAD, CA  92010-6694",6258634.75057,1992608.76014,R L Liquid Assets
3073,ACTIVE,41,2009-02-13T,"374 E H ST, STE 1704-05, CHULA VISTA, CA  91910-7492",6315531.6326,1813483.49618,Caffe Tazza
3074,ACTIVE,41,2009-01-07T,"2183 VISTA WAY, STE B8, OCEANSIDE, CA  92054-5681",6227747.66784,2011892.72382,Brooklyn Boyz Pizza
3075,ACTIVE,21,2009-01-07T,"3269 BEYER BLVD, SAN DIEGO, CA  92173-1320",6311095.71747,1787282.79386,San Ysidro Liquor
3076,ACTIVE,41,2008-12-30T,"760 E VISTA WAY, VISTA, CA  92084-5549",6260371.87095,2021413.77714,Los Cabos Mexican Restaurant Inc
3077,ACTIVE,41,2009-01-20T,"4703 FEDERAL BLVD, SAN DIEGO, CA  92102-2639",6302287.64162,1843123.85145,Trevi Restaurante
3078,ACTIVE,20,2009-03-02T,"3690 MURPHY CANYON RD, SAN DIEGO, CA  92123-4455",6295439.03811,1875078.22892,Stonecrest Square Auto Center
3079,ACTIVE,41,2009-09-01T,"266-268 HARBOR DR S, OCEANSIDE, CA  92054-1037",6212980.842,2020880.75,Dominics
3080,ACTIVE,41,2009-02-02T,"718 W WASHINGTON ST, SAN DIEGO, CA  92103-1938",6278856.98146,1853779.07134,City Wok
3081,ACTIVE,41,2009-01-16T,"4286 UNIVERSITY AVE, SAN DIEGO, CA  92105-1535",6299584,1853667.56071,El Coqui Grill
3082,ACTIVE,41,2008-12-23T,"165 S RANCHO SANTA FE RD, SAN MARCOS, CA  92078-2501",6271088.71121,1998287.30864,Los Cabos Mexican Restaurant Inc
3083,ACTIVE,41,2009-02-05T,"777 E VISTA WAY, STE 206-207, VISTA, CA  92084-5548",6260371.87095,2021413.77714,Mariscos Las Palmas
3084,ACTIVE,47,2009-11-16T,"2198 PALOMAR AIRPORT RD, CARLSBAD, CA  92011-4450",6247605.47198,1990397.10494,Landings At Carlsbad The
3085,ACTIVE,47,2009-04-24T,"421 MARKET ST, SAN DIEGO, CA  92101-6932",6281561.5,1839792.69082,Funky Garcias
3086,ACTIVE,47,2009-02-13T,"500-20 4TH AVE, SAN DIEGO, CA  92101-6905",-1,-1,Fluxx
3087,ACTIVE,47,2009-05-04T,"141 N TWIN OAKS VALLEY RD, STE 120, SAN MARCOS, CA  92069-2960",6282020.36775,1995284.09245,Pizza Nova
3088,ACTIVE,20,2009-06-16T,"1693 MELROSE DR, STE 100, SAN MARCOS, CA  92078-2126",6263038.01758,1983986.07036,7 Eleven 33990
3089,ACTIVE,42,2009-01-06T,"7340-40 1/2 BROADWAY, LEMON GROVE, CA  91945-1509",-1,-1,Good Guys Tavern
3090,ACTIVE,20,2009-01-05T,"3170 CARMEL VALLEY RD, SAN DIEGO, CA  92130-2590",6258822.47444,1921288.74561,Asset Gas Incorporated
3091,ACTIVE,47,2009-01-13T,"1145 S TREMONT ST, OCEANSIDE, CA  92054-5136",6218891.7479,2012124.35733,Larrys Beach Club
3092,ACTIVE,41,2009-01-29T,"11611 RANCHO BERNARDO RD, STE 101, SAN DIEGO, CA  92127-1412",6306735.82935,1953148.82179,Love Boat Sushi
3093,ACTIVE,41,2009-02-04T,"2547 SAN DIEGO AVE, SAN DIEGO, CA  92110-2841",6270898.60859,1855069.59272,O Hungrys
3094,ACTIVE,41,2010-05-03T,"1835 S COAST HWY, OCEANSIDE, CA  92054-5321",6249540.12377,1932148.04703,Pch Sports Bar & Grill
3095,ACTIVE,47,2010-02-26T,"509 5TH AVE, SAN DIEGO, CA  92101-6913",6304467.834,1985558.905,Cremerie Chocolat
3096,ACTIVE,41,2009-02-19T,"10645 TIERRASANTA BLVD, # H, SAN DIEGO, CA  92124-2614",6258545.3505,1872313.70225,Chiba Ii
3097,ACTIVE,20,2011-01-06T,"1640 OCEANSIDE BLVD, OCEANSIDE, CA  92054",6220575.62101,2014106.50648,Fresh & Easy Neighborhood Market Store 1336
3098,ACTIVE,20,2009-01-21T,"1625 HERITAGE RD, SAN DIEGO, CA  92154-7512",6331713.1228,1787176.31721,Arco Am Pm 5770
3099,ACTIVE,41,2009-08-26T,"4690 CONVOY ST, STE 107, SAN DIEGO, CA  92111-2317",6283408.67952,1881771.17263,Spicy City Restaurant
3100,ACTIVE,47,2009-05-20T,"3215 SPORTS ARENA BLVD, SAN DIEGO, CA  92110-4529",6265565.63865,1855333.43494,Olive Garden Italian Restaurant 1358
3101,ACTIVE,47,2009-05-20T,"1107 W VALLEY PKWY, ESCONDIDO, CA  92025",6314677.923,1979072.657,Olive Garden Italian Restaurant The 1357
3102,ACTIVE,47,2009-05-20T,"9800 MISSION GORGE RD, SANTEE, CA  92071-3834",6336433.37632,1885576.17061,Olive Garden Italian Restaurant The 1581
3103,ACTIVE,47,2009-05-20T,"11555 CARMEL MOUNTAIN RD, SAN DIEGO, CA  92128",6306306.27171,1936817.28818,Olive Garden Italian Restaurant The 1369
3104,ACTIVE,47,2009-05-20T,"585 I ST, CHULA VISTA, CA  91910-5317",6303884.61406,1809118.00666,Olive Garden Italian Restaurant The 1205
3105,ACTIVE,47,2009-05-20T,"1884 MARRON RD, CARLSBAD, CA  92008-1172",6228408.22822,2009683.57303,Olive Garden Italian Restaurant The 1120
3106,ACTIVE,20,2009-03-20T,"1817 EUCLID AVE, SAN DIEGO, CA  92105-5456",6304981.77775,1844440.03176,Euclid Arco
3107,ACTIVE,20,2009-05-20T,"133 W 8TH ST, NATIONAL CITY, CA  91950-1129",-1,-1,Natl City Complex Inc
3108,ACTIVE,47,2009-02-11T,"535 4TH AVE, SAN DIEGO, CA  92101-6904",-1,-1,Tabule International Cuisine
3109,ACTIVE,20,2009-01-27T,"1556 3RD AVE, CHULA VISTA, CA  91911-4908",-1,-1,Apple Tree Market
3110,SUREND,47,2009-05-06T,"3065 CLAIREMONT DR, # A, SAN DIEGO, CA  92117-6972",6272009.33536,1870265.87594,Dos Patrons Mariscos Bar & Grill
3111,ACTIVE,21,2009-01-23T,"149 LOMAS SANTA FE DR, SOLANA BEACH, CA  92075-1279",6249060.22222,1942325.48889,Minute Shop Liquor
3112,ACTIVE,21,2009-02-02T,"810 E VISTA WAY, VISTA, CA  92084-5236",6260371.87095,2021413.77714,Bottle Bin Liquor
3113,ACTIVE,47,2009-02-11T,"828 6TH AVE, SAN DIEGO, CA  92101-6307",-1,-1,Brians 24
3114,ACTIVE,21,2009-02-17T,"11828 RANCHO BERNARDO RD, STE 108 & 109, SAN DIEGO, CA  92128-1910",6308584.25034,1953191.62168,Barons Marketplace
3115,ACTIVE,47,2009-11-18T,"8350 LA MESA BLVD, LA MESA, CA  91941-5218",6325678.71915,1859091.14208,Konnichiwa
3116,ACTIVE,75,2009-02-05T,"2245 FENTON PKWY, STE B101, SAN DIEGO, CA  92108-4737",6341327.767,1817379.915,Oggis Pizza & Brewing Co Mission Valley
3117,ACTIVE,47,2009-02-26T,"345 4TH AVE, SAN DIEGO, CA  92101-6901",-1,-1,Dicks Last Resort
3118,ACTIVE,41,2011-05-04T,"1602 STATE ST, SAN DIEGO, CA  92101-2512",6279700.40546,1843763.0187,Pappalecco
3119,ACTIVE,21,2009-02-17T,"1737 OCEANSIDE BLVD, OCEANSIDE, CA  92054-3453",6221960.02105,2015107.46316,Smart & Final
3120,ACTIVE,47,2009-02-23T,"7986 ARMOUR ST, SAN DIEGO, CA  92111-3789",6284722.05448,1879509.89582,Sushi Deli 3
